Unnamed: 0,follower,visited
10438,simonetelam,Private
10439,pibid_mat_liceuphb,False
10440,luciane_prado74,False
10441,leenecarladesouza,False
10442,metalbagnolin,False
10443,an1lima,False
10444,milena_micalichen,False
10445,whothefckisgiovanni,False
10446,danisminozzo,False
10447,denise_c_luz,False
10448,faleiro_amanda,False
10449,lleoquintino,False
10450,marcelo.griebeler,False
10451,lucasgtrevisan,False
10452,caroline.costachaves,False
10453,theosneves,Error
10454,utfpr_pg,False
10455,breperformer41,False
10456,biancaczaya,False
10457,luizadist7fan,False
10458,vitor_carneir0,False
10459,teacher_karina,False
10460,juliettekoedam,False
10461,_lucapoletto,False
10462,bordin.dani,False
10463,julixgs,False
10464,marcos_rodrigs01,False
10465,andreacastagini,False
10466,carloslesniowski,Invalid
10467,eloisahelen,False
10468,o.francielide,False
10469,takashii_cos,False
10470,edutfpr,False
10471,eduardo_biscotto,False
10472,lenissary_art,False
10473,_rafamaria13,False
10474,andressa_cbarroso,False
10475,proppg.utfpr,False
10476,anabeatriz_terra,False
10477,guilhermezulato,True
10478,andreviniciusroque,False
10479,math_fl,False
10480,anapriscila.mr,False
10481,_gabrihalls,False
10482,joao.chinoli,False
10483,h.a.prorenata,False
10484,luizrodrigow,False
10485,nati_santin,False
10486,guimazon,False
10487,_elizeufilho,False
10488,didis.k,False
10489,leleizaldino,False
10490,soso_dwind,False
10491,tatiduartedias,False
10492,anecsimoes,False
10493,davi_pss,Invalid
10494,marina.nc.oliveira,False
10495,jota_madero,False
10496,elias_cardoso7,Private
10497,neziarosso,False
10498,lunasccp_,False
10499,ummatheus,False
10500,grade.na.hora,False
10501,madu_martini,False
10502,geh_kelly04,False
10503,rafa_mellinger,False
10504,edsoon_junior_,False
10505,alehsouza.ofc,True
10506,respirapara,False
10507,sarah_beatz,False
10508,estela.ribas,False
10509,grimmfoltz,False
10510,gadalcin,False
10511,drjoseortizjr,False
10512,lucianofwc,False
10513,jeessicafeliciano,False
10514,gimenesra,False
10515,pitz.malu,False
10516,_athams,False
10517,oliveirathais08,False
10518,_zapata_,False
10519,rodri_go_miranda,False
10520,lucas.barszcz,False
10521,leticia_gawlak,False
10522,taisprigol,False
10523,pcrucinski,False
10524,gkbressam,False
10525,augustusbrandao,False
10526,malu.qr,False
10527,flaa_vidal,False
10528,aliny.herrero,False
10529,_math.grapo,False
10530,anelise_arruda,False
10531,taynavitoria211,False
10532,aizaquenewton,False
10533,capaess,Private
10534,kelly_ccordeiro,False
10535,gui_rossetto_,False
10536,ceed_utfpr,False
10537,mari_p.s_,False
10538,4line91,False
10539,fhkondo,False
10540,ale.baumgartner,False
10541,bomm.lucas,False
10542,stivalucas,True
10543,cami_sgarcia,False
10544,gabiihein,False
10545,ellensants_tattoo,False
10546,ana.carol.schmitt,False
10547,carlinhos_rmj,False
10548,jhcsoares_,Private
10549,pedroo_schmidt,False
10550,isabelmaneiraribas,Private
10551,miguel.angonese,False
10552,nicoledsc_,False
10553,laura.f_b,False
10554,mabyboza_03,True
10555,isawapenik,Private
10556,giovanna_slompo,False
10557,jotap_x,False
10558,maria.isabelvieira,False
10559,enzovalle1,False
10560,gabrielaborra,False
10561,miguelmartini_,False
10562,jao.aza,False
10563,gustavo.fardo,True
10564,abnerpalhano,False
10565,_psiano,False
10566,psiu_magno,False
10567,policarpo_1505,False
10568,thathatom,False
10569,luca_2bm,False
10570,carool_saboia,False
10571,eduardo_fujii_,False
10572,zks_je,False
10573,yoshi.sada_,Private
10574,_gbiavatti,False
10575,pablo._ricardo,Private
10576,_caesilva,False
10577,murilo_fardin,False
10578,vini__aug,False
10579,acamiless,False
10580,he19_00,True
10581,alicewernerg,False
10582,fabi.abilhoa,False
10583,santosjanaina20,False
10584,williamlokang,True
10585,viihstagram,False
10586,gabrielzleonardo,False
10587,crrmaia2019,False
10588,amandaj.araujo,False
10589,catito.n.m,False
10590,bu_caron,False
10591,thgcstn,False
10592,einsteindisse,False
10593,gabi_delgadob,False
10594,thaiany_ssoares,False
10595,pedroo_mellooo,False
10596,dtv_1190,Invalid
10597,thaykundzins,False
10598,thiagogentilramires,False
10599,tiago_shigueo,False
10600,_fe.santos02,False
10601,emer.sonfontoura,False
10602,gantzel_,False
10603,biandrade.12,False
10604,anaameira,False
10605,leticiaferreti,False
10606,matheusdiniz03,False
10607,fabioladias1,False
10608,_rafa.matos,False
10609,naanaagr,False
10610,__yan_alves,False
10611,lucaslac23,False
10612,thiagovma,False
10613,matheus.zanelatto,Private
10614,renata_haide,False
10615,patricknatann,False
10616,andrewhollanda,False
10617,ilucienetonial,False
10618,enicts.ifpr,False
10619,renatoffg,False
10620,elisa.hquadros,False
10621,maysaflordarosa,False
10622,alex.henriquee_,False
10623,leadsoft.dev,False
10624,simonetormem,False
10625,camilaroyerg,False
10626,lyne_nogueira21,False
10627,gi.dco,False
10628,jaamyec,False
10629,gallana__ines,False
10630,instrutora_mari.araujo,False
10631,andre_r_novack,False
10632,vitoria_emye,False
10633,scollodel,False
10634,novandtecnologia,True
10635,herbarioutfprdv,False
10636,jahleoncio,False
10637,e.si.g.ni.o,False
10638,personal_mestre_jhonatan,False
10639,okan_alquimiadocorpoealma,False
10640,moraes_tamiles,False
10641,_carlo.art_,False
10642,bianotbia,False
10643,lamaqlab,False
10644,holasoy_math,False
10645,ppgbioinfoutfpr,False
10646,aoliveirach,False
10647,fellipefedalto,False
10648,igor_bcs,False
10649,facilita_matematica,False
10650,leaochristina,False
10651,livia_marangoni,False
10652,eme2181,False
10653,rodrigo_baixo,False
10654,rayssatomquelski,False
10655,anaflavialorena,False
10656,guilhermette,False
10657,iza_lu28,False
10658,andersoneduardo.silva.5,False
10659,toquefinalcuritiba,False
10660,algeri_samuel,False
10661,renato_guan,False
10662,iedamuniz,False
10663,benjenheiro,False
10664,leonardo.rdgss,False
10665,yuj1.kamiya,False
10666,ana.maclin,Private
10667,gabriel.mocellin,False
10668,lnrdogo,Invalid
10669,lucascf_11,False
10670,rick_teles_,False
10671,francofonianocapufrgs,False
10672,macedoprof.frances,False
10673,roselilopesdesouza,False
10674,ana.lisbelis,False
10675,_antoniovidall,False
10676,ligiabattezzati,False
10677,obl.rafa,False
10678,gregbsg,False
10679,daniel_ssaez,False
10680,sara.nagai,True
10681,railizieri,False
10682,herick_lins,False
10683,donadaluna,False
10684,jainne_ssa,False
10685,amanda_csandrade,False
10686,joelpaesjr,False
10687,leondosz,False
10688,leeoblp,False
10689,nicky_zs_,False
10690,l_gustavog,False
10691,wellingtonod_,False
10692,amandamchad,False
10693,larissaporkote,Private
10694,celli_luiza,False
10695,ray_margo,False
10696,rosaneferreirapv,False
10697,silver_stier,False
10698,luisg_calvo,Private
10699,brunariaf,False
10700,kayky.ferreira_,Private
10701,ootsukii,False
10702,clever7lopes,False
10703,_thhais,Private
10704,claricecarmenceolin,False
10705,pockets.utfpr,False
10706,camargoedina,False
10707,karen.cmargo,Private
10708,v_mirand,False
10709,vlnicius_rodrigues,True
10710,mirianalijaagostini,False
10711,ana15bardal,False
10712,coisasliterariasam,False
10713,rebp,False
10714,sofi_msa,False
10715,pqppaixao,False
10716,bruncunha96,False
10717,jeffersonlandal,Private
10718,_vinicius.santos18,False
10719,guzman_gumz,False
10720,ig0rvieira,False
10721,matserpa44,False
10722,beks_araujo,False
10723,michaelaurelio44,Private
10724,cerjsos,False
10725,paulanramalho,False
10726,zanella_gii,False
10727,_haidamacha,False
10728,elesporelas.cp,False
10729,christopher.krauss.31,False
10730,beelsefon,False
10731,kakaus.santos._,False
10732,laiza_glumbowsky,Private
10733,michelletaborda,False
10734,giocristiina_,False
10735,pistasliterarias,False
10736,liz.gica,False
10737,a.lauramatoski,False
10738,roundenberquison,False
10739,renata._.aa,False
10740,wyllrob,False
10741,lins_danyy_,True
10742,uiuzith,Deleted
10743,sindutf.pr,False
10744,cha_zinho,False
10745,mi_mi_desenha,False
10746,abelhas.utfpr,False
10747,museudamedicinapr,False
10748,paulaleticiafreitas,False
10749,juliaflora08,False
10750,nicollynicetto,False
10751,rooochane,False
10752,viviane_alves18,Private
10753,sayhicaroline,False
10754,karineramosvoz,False
10755,rojasferno92,False
10756,gabiolia,Private
10757,pcbraganca,False
10758,carlafamachado,False
10759,sistel.utfpr,False
10760,marta.sus,False
10761,mariap_moreira,False
10762,lucortelassi,False
10763,fxxktay,Private
10764,dalicast.utfpr,False
10765,grecoserafim,False
10766,jackfukuda,False
10767,leticiaaa_m.s,False
10768,welitonperdomo,False
10769,a.biasakakibara,False
10770,oliviaperdoncini,Private
10771,gik.barbosa,False
10772,naty_raf,False
10773,aline.bury,False
10774,rozane.gomez,False
10775,stipp_,False
10776,larigabi_almeida,False
10777,bl_ufpr,False
10778,douglasgirotto_,False
10779,jonatas.sal,False
10780,morett23,False
10781,gabiximenes_,False
10782,adri_ribas_de_souza,Private
10783,claudianeribeiro_,False
10784,jessiquinha_ps,Private
10785,magaalcino,Private
10786,kalline_ggreskiv,False
10787,alexander_vicente94,False
10788,anaaclaribeiro,False
10789,luizaspak,False
10790,tiagocorreiaprado,False
10791,calet.pb,False
10792,rafa_ferrazc,False
10793,mariele_rochaa,False
10794,guilherme_svaigen,False
10795,planeta.delivery,False
10796,gustavoo_serafim,False
10797,correaabruna,False
10798,mprotajr,False
10799,flviagernet,False
10800,olandoski,False
10801,manugortz,False
10802,lucass_rafaeell,False
10803,sandreatta2005,False
10804,gil_gilceia,False
10805,lucastottene_,False
10806,stphnny.emmerich,False
10807,claudia_xavieerr,False
10808,luskadias,False
10809,hernanvielmo,False
10810,bperozza,Invalid
10811,paulohenrique.omg,False
10812,_viniciussmaha,False
10813,evythaynne,False
10814,jbianchil,False
10815,mari_12maia,False
10816,ppgcta.ct,False
10817,danibitten,False
10818,mariajuliadecastro,Invalid
10819,simonelandal,False
10820,janamagaly,False
10821,veribenato,True
10822,bmuoli,False
10823,joao.santos2904,True
10824,criisnayara,False
10825,adryanoqueiji,False
10826,natliasousa,False
10827,luciano.andreyy,False
10828,voialet,False
10829,caju.lms,False
10830,adri_alcor,False
10831,jean_baptiste.grenouille,False
10832,anacarolina_penteado,False
10833,nicolasfsilverio,False
10834,akaisapaola,False
10835,itz.vico,False
10836,marcos.regazzo,False
10837,iaramennezes,False
10838,vitorhcoutinho,Private
10839,biotiba,False
10840,lescorsin,False
10841,bernardoklosowski,False
10842,juliano_pasche,False
10843,marcus.iurkiv,Private
10844,dalputfpr,True
10845,alexandra_loiola,False
10846,mdellirio,False
10847,vemde_freela,False
10848,gustonishida,False
10849,luisa_t_nastari,False
10850,ifprdancif,False
10851,cesardalmau828,False
10852,jheni_bassani,False
10853,antonio.jacint0,False
10854,robertoigami,False
10855,cassiamz,False
10856,gabriellatoaldo,False
10857,izabel.braga.31,False
10858,alinecordeiroandriolli_adv,False
10859,nihcoreal,False
10860,guilhrmcruz,False
10861,fernanda.broch,False
10862,amandita_araujoo,False
10863,eduleite.souza,False
10864,sa.habu,False
10865,amenezes_f,True
10866,pequenosgrandesatos,False
10867,silvva_bjj,False
10868,starsktoks,False
10869,santesso_gabs,False
10870,aloysio.gomes,False
10871,iitsandressa,False
10872,neuzakuchinski,False
10873,amfonseca98,False
10874,davimaia2803,False
10875,excellencedomiciliar,True
10876,gavaribeiro,False
10877,lauramarques2225,False
10878,carol_rgama,False
10879,antonio_tozzato,False
10880,joaoa.moreno,False
10881,luizafordelone,False
10882,manutdssss,False
10883,studiesmedufpr,False
10884,prof.rossanafinau,False
10885,venusrevisoes,False
10886,thsoloal,False
10887,marciosouzaluz,False
10888,geni.almeida.562,False
10889,gui.moura07,False
10890,guilhermeafsalgado,False
10891,minilena.p,True
10892,sldamanda,False
10893,oiluandrade,False
10894,ludmilaholz,False
10895,ligautfpr.ap,False
10896,aletheamaggioni,False
10897,rafaelamskb,False
10898,vic_torrejon,False
10899,pedro_spengler,False
10900,correioelegante_utfpr,False
10901,laisa_ks,False
10902,henriquegrodrigues.br,False
10903,lucaskolesky,False
10904,danielschinaider,False
10905,ubiratan.schade,False
10906,jhunin_p,False
10907,clarice.farian,False
10908,laryssa__rodrigues,False
10909,hassefrank,False
10910,devid.moura.58,False
10911,linoandrre,False
10912,kmlowsk,False
10913,brunatibuski,False
10914,assuntos.academicos,False
10915,leticiaalenunes,False
10916,voce_3d,False
10917,giuliademarrchi,False
10918,wesleycmr,False
10919,marcio.jacometti.31,False
10920,comunic.acao19,True
10921,adrianemarcassi,False
10922,mari.b8202,False
10923,anapaulamiola,False
10924,gestaoempresarialutfpr,False
10925,cineclubeutfpr,False
10926,viniciusweber_m,False
10927,gkunz_,False
10928,lais_souza,False
10929,algumasannas,False
10930,jd.megana,False
10931,snetto7,False
10932,marlenesoares_1101,False
10933,_elissavieira,False
10934,isacamily,False
10935,avlesportsgg,False
10936,andreiabuenodasilva7,False
10937,dionisiavinho_bar,False
10938,pedroh.goes,False
10939,victordanieleviz,False
10940,bbrendaluiza,False
10941,sidao_sms,False
10942,amanda.krolow,False
10943,_moniquenovais,False
10944,isabelmb2,False
10945,ligiapenkal_designer,False
10946,erikayumi.t,False
10947,lucas505000,False
10948,juh._oliveira,False
10949,lucaasmaaateus,False
10950,thaiseviana_,False
10951,eloisyrodrigues,False
10952,mysma_melo,False
10953,leandro_teodoro88,False
10954,rafaeltrindade1,False
10955,isacamilotti,False
10956,re.phoenix,False
10957,renan_olvr_,False
10958,apng.anderson.assis,False
10959,blank.fireworks,False
10960,monikitta_la,False
10961,nucleo.fotografiautfpr,False
10962,cafe_zinnho,False
10963,daqbifb,False
10964,ppgea_fb_utfpr,False
10965,kossovski_,False
10966,deisee.neu,False
10967,vini_art_,False
10968,sevlalorac,False
10969,opaa_joyce,False
10970,gabrielvicentin,False
10971,hilaninhaa,False
10972,vanejacob,False
10973,ericmaciel_s,False
10974,sarahbwitt,False
10975,luiz.fritoli,False
10976,facul.alicia,False
10977,leandro.sds,False
10978,_ghosthi,False
10979,lariposs,False
10980,a.viegas2,False
10981,jennyemelly,False
10982,lellys_arq,False
10983,jvs_mendess,False
10984,mathbonotto,False
10985,deleitemv,False
10986,joaopedropelichek,False
10987,gabriellrecco,False
10988,coarqct.utfpr,False
10989,michelsmaka,False
10990,jhulianacristina_,False
10991,adriangcs_,False
10992,ferclourenco,Private
10993,lluksoff,False
10994,dudaeso,False
10995,ana.ccon,False
10996,nicolas.barbieri,False
10997,carolecunha_,False
10998,gui_elias10,False
10999,mxpadz,False
11000,filipefoggiato,False
11001,frts_marcelo,False
11002,leo_vdewitt,False
11003,deiadross,Private
11004,rslabiski,Deleted
11005,miu.ra520,False
11006,_fernandamarcelino,False
11007,quiferbs,False
11008,dailaini,False
11009,kelven_gabrielll,False
11010,eduardo.decarli,Private
11011,revisaotextual.poa,False
11012,deyah.moura,True
11013,buenoamandab,True
11014,deco.deluxe,False
11015,labmultlameaa,False
11016,ze.marcoss,False
11017,nucli.isf,False
11018,frankljr,False
11019,g_raul_g,False
11020,alanjunior.of,False
11021,silstre,False
11022,marcos_bombacini,False
11023,bhuvari_danikuhn,False
11024,rafaelpchco,False
11025,jjmendesjunior,False
11026,sar_gladson,False
11027,leogargioni,False
11028,melf.rs,False
11029,taila_abrahao,False
11030,letferrari96,False
11031,nacamurajunior,False
11032,joseluizbrandi,False
11033,omerobertol,False
11034,feimsodre,False
11035,a.mmartins,False
11036,veckier,Private
11037,camilla_hass1,False
11038,wy_dalpra,False
11039,andremendes200,False
11040,gabrelmafra,False
11041,nitschenrique,False
11042,mig_bord,False
11043,anthonysanches10,False
11044,milena_oliv.s,False
11045,alinecristinarm,False
11046,graduacao_utfpr_curitiba,False
11047,gamepredo,False
11048,castrokatielen,False
11049,arena_araruna,False
11050,kesleyfort,Private
11051,oraffaoliveira,False
11052,rosanahass,False
11053,pilatespersonalje,Error
11054,lucaspolini_,False
11055,roxana_neurosurgery,False
11056,edhera_,False
11057,daiane_florindo16,False
11058,henriquemm,False
11059,silvia_a_w,True
11060,renan.borsoi,False
11061,almeidahellena873,False
11062,mangelicacst,False
11063,akiiresu,Private
11064,diga.shis,False
11065,joaofabro1,True
11066,notopapelaria,True
11067,carlos_rbarboza,False
11068,marcosmarques27,Invalid
11069,rabbitsul,False
11070,celiacsimoes,False
11071,hessel_eduarda,False
11072,gabriela_stenger,False
11073,eduardo_holowate,False
11074,mendoncabrunorafael,False
11075,utfprcm,False
11076,aline_dly,False
11077,carolinabitten,False
11078,malu.ebrt,False
11079,vanessaconstanceambrosio,Private
11080,bruno_del_rio,False
11081,giesi_ss,False
11082,thi4g0_g,False
11083,vanderbr0ck,False
11084,leticia.mendes.14473,False
11085,unifespchapa2,False
11086,profe.jaquefontes,False
11087,lucynda_araujo,False
11088,pequenobardo,False
11089,viihvesentin,False
11090,fernandobasane,False
11091,jessjessvalle,False
11092,utfcult,False
11093,projeto.aproveita,True
11094,pedrozenthofer,False
11095,joaoscuisato,False
11096,londrinalanguageexchange,False
11097,wtfseijifuu,False
11098,apenas_avibe,False
11099,cristianshimada,False
11100,fabriciofontourasantos,False
11101,tecsolutfpr,False
11102,nickzzzera_,False
11103,rothaiss,False
11104,_mari_dh_,False
11105,guilhermeagarske,False
11106,somos.lastro,False
11107,fervieira.designer,False
11108,mipelomundo,False
11109,pos_utfpr_especializacao,False
11110,diogosalvati,False
11111,medicina_unifesp,False
11112,robson_mbarbosa,False
11113,euhelenistica,False
11114,ohtobeelouise,False
11115,onando.oficial,False
11116,eas.utfprct,False
11117,bergamota_boy,Invalid
11118,raquel_araujo017,False
11119,conexaoutfpr,False
11120,juanrod87,False
11121,luiztadeuseidelb,False
11122,daeln.ct_utfpr,False
11123,mrochasccp,False
11124,ketlyn.atn,False
11125,esdrasliu,False
11126,gm.solucoesambientais,False
11127,gabriela_tuca,False
11128,bru_medeiros_,False
11129,germanoalberton,False
11130,ve.cachinhos,False
11131,suelemquintao,False
11132,oleandrodesa,Invalid
11133,andreia.vieirasilva,False
11134,vitor_chevalier,False
11135,vbgiovana,False
11136,daltonnr_,False
11137,spotted__utfpr,False
11138,siqueiralp,False
11139,kaa.chan_,False
11140,lucasantonio_ofc,False
11141,clickutfpr,False
11142,mariasueli854,False
11143,j.nareski,False
11144,encontrosdialogicos,False
11145,abigailariely,False
11146,rh.ribeiro,False
11147,alvarengaarouca,Invalid
11148,alexandrabackes,False
11149,dudagarbuio,False
11150,undergrace76,False
11151,m4st3r_of_the_uni,False
11152,bomalunocwb,False
11153,rithi_pri,Private
11154,x.oliveira,False
11155,utfpr_unicamp_ppgte_ppgpct,False
11156,nilceia_perez_ribeiro,Private
11157,marianildalemes,True
11158,dralorenabrasil.dentista,False
11159,gminfo.gmpc,False
11160,huan.t.s_s,False
11161,gika_scurupa,False
11162,scurupa,False
11163,mathjulian,False
11164,assutef,False
11165,angelasmsoliveira,False
11166,promise_pjjk,False
11167,hidekiton,Private
11168,alexsandrazanin,Private
11169,rique_tm,False
11170,wesleysilveriob,False
11171,ana.skorei,False
11172,cleberbrantl,False
11173,luiz.galvani,Private
11174,utffazdesign,False
11175,gabikemper,False
11176,emelycff,False
11177,rosebrito549,False
11178,jujualmeida9725,Deleted
11179,jonas_0a,False
11180,gabrielagraf,False
11181,patriciakochany,Private
11182,flamilani_,False
11183,marjorie_benegra,False
11184,moraess_reeh,False
11185,isatutumi,False
11186,thaliaraune,False
11187,ppgmat,False
11188,one.luan,False
11189,karinaobrzut,False
11190,diogofsantos1602,True
11191,alanabamerico,False
11192,doce.travessura.ss,False
11193,esolinezamarian,False
11194,sabrina.vinculospsicologia,False
11195,claubordin,False
11196,coallette_wichmann,False
11197,prof.alessandragalli,False
11198,sandra.fabiani.58,False
11199,bii_oficial_,False
11200,alisson.lima.med,False
11201,curitiba2035,False
11202,alanthrustworthy,True
11203,debora_fritzenn,False
11204,sthemotomura,False
11205,emilly_schissler,False
11206,_cirocosta,False
11207,adrifaerber,False
11208,utiyamah,False
11209,lasc_utfpr,False
11210,brendacfran,False
11211,carlabvi,False
11212,ppgel_utfpr,False
11213,biamenani,False
11214,folha_de_carvalho,False
11215,r.s.v2018,False
11216,csvm.ufpr,False
11217,karin.michtal,False
11218,hal.lethan,Private
11219,elyaremy,False
11220,higosantos,False
11221,amandasmarc,False
11222,jana_carriel,False
11223,cesar_alata,False
11224,mpublio,False
11225,robertaa.njos,False
11226,cami_antiqueira,False
11227,nucleo.designanimacao,False
11228,gustavobenveborba,True
11229,aquieasam,False
11230,athenastanislawski,False
11231,lauterjungbruno,Private
11232,fernandamartinhaki,True
11233,banhoetosadaregi,False
11234,_jennibatista,False
11235,bru.thompson,False
11236,santin_victor,Private
11237,repositoriosbrasileiros,False
11238,carol_zanata,False
11239,margareth.cmm,False
11240,labmultld,False
11241,brazilswissinnovationhub,False
11242,gabriellucas11_,False
11243,crica_nsc,False
11244,mariavvieira,False
11245,tichers_utfpr,False
11246,ursulacortes,False
11247,eloy.casagrande,False
11248,hagaconstrutora,Invalid
11249,lucy_20.12,False
11250,piaf.isa,False
11251,llaissantanaa,False
11252,ei.hellen,False
11253,carolesalberti,False
11254,akapigatto,False
11255,lupautfpr,False
11256,professor.heron,False
11257,lapic_utfpr,False
11258,carolscandido,False
11259,pedro.luscas,False
11260,cristianok.poll,False
11261,monynhapr,False
11262,lua.bazar,False
11263,saradias217,False
11264,simdaqbi,False
11265,fabipauletti,False
11266,leo.sbardelotto,False
11267,adrianoperpetuo,False
11268,hnrique_gusta,False
11269,mluana_,False
11270,laura_lucchesi_,False
11271,taiana.p.ramos,False
11272,laise_abrao,False
11273,conta_desativada_amavmu,False
11274,cmetoileidiomas,False
11275,miribeiroguia,False
11276,nos.app,False
11277,felipe_s.mendes,False
11278,sammyvrdl,Invalid
11279,jcrazevedo,True
11280,sandrarantunesprado,False
11281,terezabarbarabp,False
11282,cult.myself,False
11283,prof.a_anna_utfpr,True
11284,jessicav_nascimento,False
11285,gabis_mgr,False
11286,gabriel_ps,False
11287,_elisfer_,False
11288,projetofuse,False
11289,oadvogadoonline,False
11290,daniedevecchi,False
11291,andre_nunes_do_nascimento,False
11292,monicamolezi,False
11293,emmanuel_tapajos,False
11294,gii.machado,False
11295,juheleen,False
11296,cafezineos,False
11297,meryellenbrandt,False
11298,elasvaopracima,False
11299,medical.peptide,False
11300,edgarforni,False
11301,anelise.munaretto,False
11302,gisele.doet,False
11303,sandremir_claudiano,Private
11304,cac.utfpr,False
11305,pietropalberti,False
11306,unicomvida,False
11307,kemi.lopes,False
11308,matteosschmitt,False
11309,_sapaula,False
11310,wilson.nogueira.733,False
11311,maiconsouza576,False
11312,gustavopatczyk,False
11313,peeh__,False
11314,pali_adv,False
11315,tfesp_tactical,False
11316,claudia.raphael.7,False
11317,lialey_,False
11318,__pedrohenr,False
11319,yagao_da_viola,False
11320,sarasantos8147,Private
11321,felicidadecasaderepouso,False
11322,emcasacomoifsp,False
11323,dainf_utfpr,True
11324,proenemgp,False
11325,tutor.utfpr,False
11326,perifaconsciente,False
11327,luisgeoinfo,False
11328,grpmulheresnaciencia,False
11329,fernandot_barbosa,False
11330,_bachgabriel,False
11331,victorbordiniao,False
11332,marcosfaian,False
11333,nuape.ct,False
11334,claudia_gabriel_,False
11335,heri.shigaki,False
11336,thais.pais,False
11337,nanci_stancki_da_luz,False
11338,victor__vdd,False
11339,fabericardo,False
11340,gabii.fcosta,False
11341,shana_lima_tododia,False
11342,thamicfotos,False
11343,bia_karins,False
11344,jdiogo_mar,False
11345,isaque_machadooo,False
11346,ivasilrosa,False
11347,vilma.drapoynski,False
11348,gisacunha2019,False
11349,bito.zovi,False
11350,rudinei_kuznier,False
11351,anne.goncalves.12,False
11352,dasc.utfpr,False
11353,luthien970,False
11354,francielle_chue,False
11355,sanirutz,False
11356,marlli_andrady,False
11357,ericchenbr,False
11358,juan.silva.santos,False
11359,annaj_miranda,False
11360,utfpr_segura,False
11361,carolinemarzani,False
11362,carmen.rasera,False
11363,luanameneguci,False
11364,danielagutstein,False
11365,paulofns,False
11366,camilarodeso,False
11367,verokalckmann,False
11368,molin_fernando,False
11369,suzana.freitas70,False
11370,gabriel.matiolli,False
11371,isis.lidiane,False
11372,anacvieirax,True
11373,olhos_do_tempo,False
11374,ketheryn_gomes,False
11375,loane_tigrinho,False
11376,kiara.oliveira.7,Private
11377,mayarazlara,False
11378,isadoranord,False
11379,heyalinemachado,False
11380,sfernando101010,False
11381,vivianeserpe,False
11382,maryburgos72,Private
11383,andre.luis.mion,False
11384,monicamspada,False
11385,luana_lovcm,False
11386,dmpo20,False
11387,rafarangelf,False
11388,xlmaria,False
11389,edneyaulian,False
11390,yeimy_om20,Private
11391,prometheus_.__,False
11392,afernandarios,False
11393,fischermari_,False
11394,rerequiao,False
11395,faby_pires,False
11396,mirellaaugusto,Private
11397,nsoaresg,False
11398,wittclaudia,False
11399,felipe_latchuk,False
11400,milenycgalvao,False
11401,tamara_3068,True
11402,mari.bontorin,False
11403,naldofcs,False
11404,victormutim,False
11405,liviamarquesbc,False
11406,danneoliveira_,False
11407,barbara_fmb,False
11408,derickhamilton_,False
11409,gi.rosello,False
11410,gabriel_giane,False
11411,viviani.camargo,False
11412,vesw9,False
11413,luapst,False
11414,magicfestas_locacoes,True
11415,everton_113,True
11416,jonevesbk,False
11417,fer.vellozo,False
11418,prevestibasuperacao,False
11419,robocigano,False
11420,ccassioo,False
11421,vini.antonyy,False
11422,bru.m26,Private
11423,rebecarogalsky,False
11424,marceligama,False
11425,ovnzy,False
11426,brunomarcelobiernaski,False
11427,_digossauro,False
11428,natypivovar,False
11429,andreiareginasb,False
11430,beatrizschimelfenig,False
11431,ligainvestimentosutfpr,False
11432,anabealabres,False
11433,isabelleam_,Private
11434,al.prisma,False
11435,cami.gabe,False
11436,et0re,False
11437,__agatha__,False
11438,ana_pepplow,False
11439,gabs_bayer,False
11440,gustavof.jpg,False
11441,yanzinn179,False
11442,andre_gruiz,False
11443,yas.felicio,False
11444,caio.g.mello,False
11445,mihlops,False
11446,chagguera,False
11447,lauraabranco,False
11448,cosmomarlon,False
11449,angelojms18,False
11450,gabrieltiepermann,False
11451,nanawo03,False
11452,vini_chud,False
11453,lauraa_waldow,False
11454,franciscobecheli,False
11455,osdival_junior,True
11456,lrss02,False
11457,caiomonegate,False
11458,luis.y.hayashi,False
11459,andrew__luis,False
11460,jean.fariass,False
11461,brymoii,False
11462,enzo_tamada,False
11463,ramonochocho,False
11464,leonardoreiser,False
11465,edu.pr_,False
11466,vane_vilarinho,False
11467,mvlopes,False
11468,mayara.dvh,Private
11469,ju.boza,False
11470,liviabjoay,Private
11471,willian_ueta,Private
11472,carolmcfranzoni,False
11473,larikulik,False
11474,caiosimaao,Private
11475,mii.cabral,False
11476,bianca.blau,False
11477,marschultzz,True
11478,nobuokelvin,False
11479,caduobristo,True
11480,rapha_sg,Private
11481,ester_brtt,False
11482,defesa.civil.parana.oficial,False
11483,vitorvergilino,False
11484,claudiaschneiderp,False
11485,matheuskrk,False
11486,maluka_p,False
11487,miguelguimaraessouza,False
11488,_hi_bely_,Private
11489,jean_ccj,False
11490,heronsato,Private
11491,gui_korea,False
11492,aaaaaaaafonso,False
11493,feh_italiano,False
11494,marcio_tiago13,False
11495,hi_impunk,False
11496,calisloboda,False
11497,gabrielbwitt,False
11498,_biancazbc,False
11499,djuvathompson,False
11500,regardu,False
11501,pellanda_gabriel,Error
11502,bellvsousa,True
11503,luis_suardi,False
11504,kaua_leone,False
11505,mariah_duarte_,False
11506,internacionalutfpr,False
11507,thais_santaana,False
11508,manu_rosa2002_x_,False
11509,_davidbecker,False
11510,arischischof,False
11511,amandatdbrito,False
11512,joao_antoniacomi,True
11513,heey_neias,False
11514,marianakreusch,False
11515,giuliatavila,False
11516,edu_hungria,False
11517,lorena1ts,False
